"V1","V2","V3","V4","V5","V6","V7"
"Raw0",0.0456852678240521,0.112910302346658,-0.108123564685969,0.0136866640242052,-0.00760666623320264,0.0219650516394493,-0.0081921110617236
"Raw1",0.0308652774944632,-0.0615917436886326,0.0564016498355353,-0.046392843849817,0.0316671257005767,-0.00708731377370756,0.0194563550718921
"Raw2",0.0387436378984661,0.0036172960100469,0.00172412369701038,0.027743144278019,-0.00200902922286919,-0.0432640518940242,0.0562218292101917
"Raw3",-0.00931399836285939,-0.0331760222163236,-0.000275278375575902,-0.0231178196085818,0.000109063408222897,0.0278192768266479,-0.0517373554537938
"Raw4",0.0792635141159722,0.00312235397881665,0.02045304909542,0.0400685654618602,-0.0248790347918163,0.0333463089925748,-0.0184234698116996
"Raw5",0.00338717262546218,-0.0592067783076494,0.0492489353917636,0.0138305124451694,0.00136153307274443,0.0110624701012248,0.011456062987048
"Raw6",0.0969955645605191,0.0453513163324114,-0.0112663567200224,-0.0238418571906009,0.0406485084237183,0.0520622189320511,-0.0324541352893396
"Raw7",0.0494492229436098,-0.084318404876717,0.0881969453961481,0.00128900327530204,-0.00451576874161902,0.0627662615292072,-0.0642748225830961
"Raw8",0.0105399157093196,0.0274149699575892,-0.0413395882238422,-0.136566249841297,0.102545958817092,0.0372938471563795,-0.019601335047081
"Raw9",0.0129253913217896,-0.00446188119918868,-0.0148117998643998,-0.0388349445991775,0.0147368951864196,-0.0188601136651207,-0.0156022630290745
"Raw10",0.0328526390158152,0.12273777199987,-0.127278435029709,0.0475640484981125,-0.0394718257692238,0.0163266892951673,-0.0288056571892165
"Raw11",0.00967182286148633,-0.0328207799328045,0.0222581892478031,0.0380543917921108,-0.00347581573125385,-0.00125839359648926,-0.00164280005125256
"Raw12",0.0163917188488566,-0.0150619070533925,0.00426031099473691,0.0258839228827356,-0.0408484246450367,0.0340757014700612,-0.00250165323508066
"Raw13",-0.0230581274960907,0.0593832969393877,-0.103830535431672,-0.00692240298826506,-0.00423878213229118,-0.0289170309311449,-0.0347450365243633
"Raw14",0.0295891468183605,0.0558078634546791,-0.0651671137259753,0.0265207894609064,-0.0508563980725723,-0.062267914755364,0.0625204249301855
"Raw15",0.0268526275242085,-0.0505500261265721,0.04119358634906,0.0699178711523164,-0.0647416289421006,0.084518213779641,-0.1316182897605
"Raw16",0.0186551273184738,-0.00351909772572148,-0.0104828277011957,0.0342687976029614,-0.0461312826646245,-0.00639949040458484,-0.00920420468274741
"Raw17",0.0253165661301059,0.0326685078400761,-0.0362988160981544,-0.0064413440414612,0.0465541395090475,-0.0561135360126665,0.0327218344762641
"Raw18",0.0336060261927981,0.0260924071312526,-0.029324136721645,-0.0417402138849389,0.0485641338379651,-0.0935055297943343,0.0904234067158386
"Raw19",0.0510646925751902,0.0222500269922907,-0.0157141548553355,0.00414369387787154,0.00104817490836944,0.0696308441608423,-0.0777712185333734
"Raw20",0.00497107302124711,-0.0127216360423661,-0.0038495598891454,0.0754931979489085,-0.0692230350359803,0.0463407720368247,-0.0459405236005112
"Raw21",0.0493596632358847,0.063480168987317,-0.0572458156341117,-0.0499409541932678,0.0519713700065139,0.0102811881231689,-0.00617363797331332
"Raw22",0.0430101443010867,0.0526661756175121,-0.0470123897263422,0.0191019056022633,-0.0132614163097049,0.0495820002338894,-0.0313995802933326
"Raw23",0.0716253304458353,-0.0196494507951491,0.0408850876710194,0.00386247497066393,-0.00775959950250177,0.0298813548704341,-0.000423911129238391
"Raw24",0.0536436459499784,-0.0352521651281879,0.0375794320021597,0.000143471956514962,-0.0324343712526495,-0.00338513707137385,0.0158047343496933
"Raw25",0.0526482849144139,-0.023606355680948,0.0387952025817939,0.08086978512645,-0.0528539149267149,-0.0717881525430217,0.087895342783609
"Raw26",0.0325790816722922,0.00648582811763802,-0.00819878881220751,-0.0312552634127738,0.0300795694274832,0.0972424795494806,-0.11493883021652
